PassengerId,Transported
584,False
585,True
586,True
587,True
588,True
589,False
590,False
591,True
592,True
593,False
594,True
595,True
596,True
597,True
598,True
599,True
600,True
601,False
602,True
603,True
604,True
605,False
606,True
607,False
608,False
609,True
610,True
611,True
612,True
613,True
614,False
615,True
616,False
617,True
618,True
619,False
620,False
621,True
622,False
623,False
624,False
625,True
626,True
627,True
628,True
629,True
630,True
631,True
632,True
633,False
634,True
635,True
636,False
637,False
638,True
639,True
640,True
641,True
642,True
643,False
644,False
645,True
646,False
647,False
648,True
649,True
650,True
651,False
652,True
653,True
654,False
655,True
656,False
657,False
658,True
659,True
660,True
661,False
662,True
663,True
664,True
665,True
666,True
667,True
668,True
669,False
670,False
671,True
672,False
673,True
674,False
675,True
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,True
684,False
685,True
686,True
687,True
688,False
689,True
690,True
691,True
692,True
693,False
694,False
695,False
696,False
697,False
698,True
699,False
700,False
701,False
702,True
703,False
704,False
705,False
706,False
707,True
708,True
709,False
710,False
711,True
712,True
713,True
714,True
715,True
716,True
717,True
718,False
719,False
720,True
721,False
722,False
723,False
724,True
725,True
726,False
727,True
728,True
729,True
730,False
731,False
732,False
733,False
734,True
735,True
736,True
737,True
738,False
739,True
740,True
741,True
742,False
743,False
744,False
745,False
746,True
747,True
748,True
749,False
750,False
751,False
752,False
753,True
754,True
755,False
756,False
757,False
758,True
759,False
760,False
761,True
762,True
763,True
764,False
765,True
766,True
767,True
768,True
769,True
770,True
771,True
772,True
773,False
774,False
775,True
776,True
777,True
778,True
779,True
780,False
781,True
782,True
783,False
784,False
785,True
786,True
787,False
788,False
789,False
790,True
791,False
792,True
793,True
794,False
795,False
796,False
797,True
798,True
799,True
800,True
801,True
802,True
803,True
804,False
805,True
806,False
807,False
808,True
809,True
810,False
811,True
812,True
813,True
814,False
815,True
816,False
817,True
818,False
819,True
820,False
821,False
822,False
823,True
824,True
825,True
826,True
827,True
828,True
829,True
830,True
831,False
832,False
833,False
834,False
835,False
836,False
837,True
838,False
839,True
840,False
841,False
842,True
843,True
844,True
845,False
846,False
847,True
848,True
849,True
850,True
851,False
852,True
853,True
854,False
855,False
856,True
857,True
858,False
859,True
860,False
861,True
862,True
863,True
864,True
865,True
866,False
867,False
868,False
869,False
870,True
871,False
872,True
873,False
874,True
875,True
876,True
877,False
878,True
879,False
880,True
881,False
882,True
883,False
884,True
885,True
886,True
887,True
888,False
889,True
890,False
891,False
892,False
893,True
894,True
895,True
896,True
897,True
898,True
899,False
900,False
901,True
902,True
903,False
904,False
905,False
906,False
907,True
908,True
909,True
910,True
911,False
912,False
913,True
914,False
915,True
916,True
917,False
918,True
919,False
920,False
921,True
922,False
923,True
924,True
925,True
926,True
927,True
928,True
929,False
930,False
931,True
932,False
933,False
934,False
935,False
936,False
937,False
938,False
939,False
940,True
941,False
942,True
943,False
944,False
945,False
946,False
947,True
948,False
949,False
950,True
951,False
952,True
953,True
954,True
955,True
956,True
957,False
958,True
959,True
960,False
961,True
962,False
963,True
964,True
965,False
966,True
967,False
968,True
969,True
970,True
971,True
972,True
973,True
974,False
975,True
976,False
977,False
978,False
979,True
980,True
981,True
982,True
983,True
984,False
985,True
986,True
987,True
988,True
989,True
990,True
991,False
992,True
993,True
994,False
995,True
996,True
997,False
998,True
999,True
1000,True
1001,True
1002,False
1003,True
1004,False
1005,False
1006,False
1007,True
1008,False
1009,True
1010,True
1011,False
1012,False
1013,False
1014,True
1015,True
1016,True
1017,False
1018,False
1019,False
1020,True
1021,True
1022,False
1023,True
1024,True
1025,True
1026,True
1027,True
1028,True
1029,True
1030,False
1031,False
1032,True
1033,True
1034,True
1035,True
1036,False
1037,False
1038,False
1039,True
1040,False
1041,False
1042,True
1043,True
1044,True
1045,False
1046,True
1047,True
1048,False
1049,False
1050,False
1051,True
1052,False
1053,False
1054,True
1055,False
1056,True
1057,True
1058,True
1059,True
1060,False
1061,True
1062,True
1063,True
1064,True
1065,True
1066,True
1067,False
1068,False
1069,False
1070,True
1071,False
1072,False
1073,True
1074,True
1075,False
1076,False
1077,True
1078,False
1079,False
1080,False
1081,False
1082,True
1083,True
1084,True
1085,True
1086,False
1087,True
1088,True
1089,True
1090,True
1091,True
1092,True
1093,False
1094,False
1095,False
1096,True
1097,False
1098,False
1099,True
1100,False
1101,True
1102,True
1103,False
1104,True
1105,True
1106,False
1107,True
1108,False
1109,False
1110,False
1111,True
1112,False
1113,False
1114,False
1115,False
1116,True
1117,True
1118,False
1119,True
1120,False
1121,False
1122,True
1123,True
1124,True
1125,True
1126,True
1127,True
1128,False
1129,False
1130,True
1131,False
1132,True
1133,True
1134,False
1135,False
1136,True
1137,False
1138,True
1139,False
1140,True
1141,True
1142,False
1143,False
1144,False
1145,True
1146,False
1147,True
1148,False
1149,False
1150,False
1151,True
1152,True
1153,True
1154,True
1155,True
1156,True
1157,True
1158,False
1159,True
1160,True
1161,False
1162,True
1163,True
1164,False
1165,True
1166,False
1167,True
1168,True
1169,False
1170,True
1171,False
1172,False
1173,True
1174,True
1175,False
1176,False
1177,True
1178,False
1179,False
1180,False
1181,True
1182,False
1183,False
1184,True
1185,True
1186,False
1187,False
1188,False
1189,False
1190,True
1191,False
1192,False
1193,True
1194,True
1195,True
1196,True
1197,True
1198,True
1199,False
1200,False
1201,False
1202,True
1203,True
1204,True
1205,True
1206,True
1207,True
1208,True
1209,True
1210,False
1211,True
1212,True
1213,True
1214,True
1215,True
1216,True
1217,True
1218,True
1219,True
1220,False
1221,True
1222,True
1223,True
1224,True
1225,True
1226,True
1227,True
1228,True
1229,True
1230,True
1231,False
1232,False
1233,False
1234,True
1235,False
1236,True
1237,True
1238,False
1239,False
1240,False
1241,True
1242,True
1243,False
1244,False
1245,True
1246,True
1247,True
1248,False
1249,False
1250,False
1251,True
1252,False
1253,True
1254,False
1255,False
1256,True
1257,True
1258,False
1259,True
1260,True
1261,True
1262,False
1263,True
1264,False
1265,False
1266,True
1267,True
1268,True
1269,False
1270,True
1271,True
1272,True
1273,True
1274,False
1275,False
1276,False
1277,True
1278,False
1279,True
1280,False
1281,True
1282,True
1283,True
1284,False
1285,True
1286,True
1287,True
1288,False
1289,False
1290,True
1291,True
1292,False
1293,False
1294,False
1295,True
1296,True
1297,False
1298,False
1299,False
1300,False
1301,False
1302,True
1303,True
1304,False
1305,True
1306,True
1307,True
1308,True
1309,True
1310,True
1311,True
1312,False
1313,True
1314,True
1315,True
1316,True
1317,False
1318,True
1319,True
1320,True
1321,True
1322,False
1323,True
1324,False
1325,True
1326,True
1327,True
1328,True
1329,True
1330,False
1331,True
1332,True
1333,False
1334,True
1335,False
1336,True
1337,False
1338,True
1339,True
1340,True
1341,True
1342,False
1343,False
1344,False
1345,False
1346,True
1347,True
1348,False
1349,True
1350,True
1351,True
1352,False
1353,True
1354,True
1355,True
1356,True
1357,True
1358,False
1359,False
1360,False
1361,True
1362,True
1363,False
1364,True
1365,False
1366,True
1367,False
1368,False
1369,True
1370,False
1371,False
1372,True
1373,False
1374,True
1375,False
1376,False
1377,False
1378,True
1379,True
1380,True
1381,False
1382,False
1383,True
1384,True
1385,True
1386,False
1387,False
1388,False
1389,False
1390,False
1391,False
1392,True
1393,True
1394,False
1395,True
1396,False
1397,True
1398,False
1399,False
1400,True
1401,False
1402,False
1403,False
1404,True
1405,False
1406,True
1407,True
1408,True
1409,True
1410,True
1411,True
1412,True
1413,True
1414,False
1415,True
1416,True
1417,True
1418,True
1419,True
1420,True
1421,False
1422,True
1423,True
1424,False
1425,False
1426,False
1427,True
1428,True
1429,False
1430,True
1431,False
1432,True
1433,True
1434,True
1435,True
1436,True
1437,False
1438,False
1439,True
1440,False
1441,True
1442,True
1443,True
1444,True
1445,False
1446,False
1447,True
1448,False
1449,True
1450,True
1451,True
1452,True
1453,True
1454,True
1455,False
1456,False
1457,False
1458,False
1459,True
1460,True
1461,False
1462,True
1463,False
1464,True
1465,False
1466,False
1467,True
1468,False
1469,True
1470,True
1471,False
1472,True
1473,True
1474,True
1475,True
1476,False
1477,False
1478,False
1479,False
1480,True
1481,True
1482,True
1483,False
1484,True
1485,True
1486,True
1487,False
1488,False
1489,True
1490,True
1491,False
1492,True
1493,True
1494,False
1495,False
1496,True
1497,False
1498,True
1499,False
1500,True
1501,True
1502,False
1503,False
1504,True
1505,True
1506,True
1507,True
1508,False
1509,True
1510,False
1511,True
1512,False
1513,False
1514,True
1515,False
1516,True
1517,False
1518,False
1519,True
1520,True
1521,True
1522,True
1523,True
1524,False
1525,True
1526,True
1527,False
1528,True
1529,False
1530,True
1531,True
1532,False
1533,True
1534,False
1535,False
1536,False
1537,True
1538,True
1539,False
1540,False
1541,True
1542,True
1543,True
1544,False
1545,False
1546,True
1547,False
1548,True
1549,True
1550,True
1551,False
1552,True
1553,False
1554,True
1555,False
1556,True
1557,True
1558,False
1559,True
1560,False
1561,False
1562,True
1563,False
1564,True
1565,True
1566,True
1567,True
1568,False
1569,True
1570,True
1571,False
1572,False
1573,False
1574,True
1575,False
1576,False
1577,True
1578,True
1579,True
1580,True
1581,True
1582,True
1583,False
1584,False
1585,True
1586,False
1587,False
1588,True
1589,False
1590,False
1591,False
1592,True
1593,True
1594,False
1595,False
1596,False
1597,True
1598,True
1599,False
1600,True
1601,True
1602,True
1603,False
1604,True
1605,True
1606,False
1607,True
1608,False
1609,False
1610,True
1611,False
1612,True
1613,False
1614,False
1615,False
1616,True
1617,True
1618,False
1619,True
1620,False
1621,True
1622,False
1623,True
1624,False
1625,True
1626,False
1627,True
1628,True
1629,False
1630,True
1631,True
1632,True
1633,False
1634,True
1635,False
1636,True
1637,True
1638,False
1639,False
1640,True
1641,True
1642,False
1643,False
1644,False
1645,True
1646,False
1647,False
1648,True
1649,False
1650,False
1651,False
1652,True
1653,True
1654,False
1655,True
1656,True
1657,False
1658,False
1659,True
1660,True
1661,False
1662,True
1663,False
1664,True
1665,True
1666,True
1667,False
1668,True
1669,True
1670,False
1671,True
1672,True
1673,False
1674,True
1675,True
1676,True
1677,True
1678,False
1679,True
1680,True
1681,True
1682,True
1683,True
1684,False
1685,True
1686,False
1687,True
1688,False
1689,True
1690,False
1691,False
1692,False
1693,True
1694,True
1695,True
1696,True
1697,True
1698,False
1699,False
1700,False
1701,True
1702,False
1703,True
1704,False
1705,True
1706,True
1707,False
1708,True
1709,True
1710,False
1711,True
1712,True
1713,True
1714,True
1715,False
1716,True
1717,True
1718,False
1719,True
1720,True
1721,True
1722,True
1723,False
1724,False
1725,True
1726,True
1727,True
1728,True
1729,True
1730,True
1731,True
1732,True
1733,True
1734,True
1735,True
1736,False
1737,True
1738,False
1739,True
1740,False
1741,False
1742,True
1743,False
1744,True
1745,True
1746,True
1747,True
1748,True
1749,True
1750,True
1751,False
1752,True
1753,True
1754,True
1755,True
1756,True
1757,False
1758,False
1759,True
1760,True
1761,False
1762,True
1763,True
1764,True
1765,False
1766,False
1767,True
1768,True
1769,True
1770,False
1771,False
1772,True
1773,True
1774,True
1775,True
1776,True
1777,False
1778,False
1779,False
1780,True
1781,True
1782,True
1783,False
1784,False
1785,True
1786,True
1787,False
1788,True
1789,True
1790,False
1791,False
1792,False
1793,True
1794,False
1795,True
1796,True
1797,True
1798,True
1799,True
1800,False
1801,False
1802,True
1803,False
1804,True
1805,True
1806,True
1807,True
1808,True
1809,False
1810,False
1811,True
1812,True
1813,False
1814,True
1815,True
1816,True
1817,True
1818,False
1819,True
1820,False
1821,False
1822,True
1823,False
1824,True
1825,False
1826,False
1827,True
1828,False
1829,False
1830,True
1831,True
1832,False
1833,False
1834,True
1835,False
1836,False
1837,True
1838,True
1839,True
1840,False
1841,False
1842,True
1843,True
1844,True
1845,False
1846,False
1847,False
1848,False
1849,False
1850,True
1851,True
1852,True
1853,True
1854,True
1855,False
1856,False
1857,False
1858,True
1859,True
1860,True
1861,False
1862,False
1863,True
1864,False
1865,True
1866,False
1867,False
1868,False
1869,True
1870,True
1871,True
1872,True
1873,True
1874,False
1875,False
1876,False
1877,True
1878,True
1879,True
1880,True
1881,False
1882,True
1883,True
1884,True
1885,True
1886,True
1887,True
1888,True
1889,True
1890,True
1891,True
1892,True
1893,True
1894,False
1895,False
1896,False
1897,True
1898,False
1899,False
1900,True
1901,True
1902,True
1903,True
1904,False
1905,True
1906,False
1907,False
1908,True
1909,False
1910,True
1911,True
1912,True
1913,True
1914,True
1915,False
1916,False
1917,True
1918,True
1919,True
1920,False
1921,False
1922,True
1923,False
1924,True
1925,False
1926,True
1927,False
1928,True
1929,True
1930,True
1931,False
1932,False
1933,False
1934,True
1935,True
1936,True
1937,True
1938,True
1939,True
1940,True
1941,True
1942,True
1943,False
1944,False
1945,True
1946,True
1947,True
1948,False
1949,True
1950,True
1951,True
1952,True
1953,False
1954,False
1955,True
1956,False
1957,True
1958,True
1959,False
1960,True
1961,False
1962,False
1963,False
1964,False
1965,True
1966,True
1967,True
1968,True
1969,True
1970,False
1971,False
1972,False
1973,True
1974,True
1975,True
1976,True
1977,True
1978,True
1979,True
1980,True
1981,False
1982,False
1983,True
1984,False
1985,False
1986,True
1987,True
1988,True
1989,False
1990,True
1991,True
1992,False
1993,True
1994,True
1995,True
1996,False
1997,False
1998,False
1999,True
2000,True
2001,False
2002,False
2003,True
2004,True
2005,False
2006,True
2007,True
2008,True
2009,True
2010,True
2011,False
2012,True
2013,True
2014,True
2015,False
2016,True
2017,True
2018,True
2019,True
2020,True
2021,False
2022,True
2023,True
2024,False
2025,True
2026,True
2027,True
2028,True
2029,False
2030,False
2031,True
2032,False
2033,True
2034,False
2035,True
2036,True
2037,True
2038,True
2039,False
2040,False
2041,False
2042,False
2043,False
2044,True
2045,True
2046,False
2047,False
2048,False
2049,False
2050,True
2051,False
2052,False
2053,True
2054,True
2055,False
2056,True
2057,True
2058,True
2059,True
2060,True
2061,True
2062,True
2063,True
2064,False
2065,False
2066,True
2067,True
2068,True
2069,True
2070,False
2071,True
2072,True
2073,False
2074,False
2075,False
2076,False
2077,False
2078,True
2079,False
2080,True
2081,False
2082,True
2083,True
2084,False
2085,True
2086,True
2087,False
2088,True
2089,True
2090,True
2091,False
2092,True
2093,False
2094,True
2095,False
2096,True
2097,False
2098,False
2099,True
2100,True
2101,True
2102,True
2103,True
2104,False
2105,False
2106,False
2107,False
2108,True
2109,True
2110,True
2111,True
2112,True
2113,True
2114,True
2115,True
2116,True
2117,True
2118,True
2119,False
2120,False
2121,True
2122,False
2123,False
2124,True
2125,True
2126,True
2127,False
2128,True
2129,False
2130,False
2131,False
2132,True
2133,True
2134,False
2135,False
2136,False
2137,True
2138,True
2139,True
2140,False
2141,False
2142,True
2143,True
2144,True
2145,True
2146,False
2147,True
2148,True
2149,True
2150,True
2151,True
2152,True
2153,False
2154,False
2155,False
2156,False
2157,True
2158,True
2159,True
2160,True
2161,False
2162,False
2163,False
2164,True
2165,True
2166,True
2167,True
2168,True
2169,True
2170,True
2171,True
2172,False
2173,True
2174,True
2175,True
2176,False
2177,False
2178,True
2179,True
2180,True
2181,True
2182,False
2183,True
2184,False
2185,True
2186,False
2187,True
2188,False
2189,False
2190,True
2191,False
2192,True
2193,False
2194,True
2195,True
2196,False
2197,False
2198,False
2199,True
2200,True
2201,True
2202,True
2203,True
2204,True
2205,True
2206,True
2207,True
2208,True
2209,True
2210,True
2211,True
2212,True
2213,False
2214,False
2215,True
2216,False
2217,False
2218,False
2219,False
2220,True
2221,False
2222,True
2223,True
2224,False
2225,True
2226,True
2227,False
2228,True
2229,False
2230,False
2231,True
2232,True
2233,True
2234,False
2235,False
2236,True
2237,False
2238,False
2239,False
2240,False
2241,True
2242,True
2243,True
2244,True
2245,True
2246,True
2247,False
2248,True
2249,True
2250,False
2251,False
2252,False
2253,False
2254,False
2255,False
2256,True
2257,True
2258,False
2259,True
2260,True
2261,False
2262,False
2263,False
2264,True
2265,False
2266,True
2267,True
2268,False
2269,True
2270,True
2271,False
2272,False
2273,False
2274,True
2275,False
2276,True
2277,False
2278,True
2279,True
2280,False
2281,True
2282,True
2283,True
2284,True
2285,True
2286,True
2287,True
2288,True
2289,True
2290,True
2291,False
2292,False
2293,True
2294,False
2295,True
2296,True
2297,False
2298,True
2299,True
2300,True
2301,False
2302,True
2303,True
2304,True
2305,False
2306,True
2307,True
2308,True
2309,True
2310,True
2311,False
2312,True
2313,False
2314,False
2315,True
2316,False
2317,True
2318,True
2319,True
2320,True
2321,True
2322,True
2323,True
2324,True
2325,False
2326,False
2327,False
2328,True
2329,True
2330,True
2331,True
2332,True
2333,True
2334,False
2335,False
2336,True
2337,False
2338,False
2339,True
2340,True
2341,True
2342,True
2343,False
2344,False
2345,False
2346,False
2347,True
2348,True
2349,False
2350,True
2351,True
2352,False
2353,False
2354,True
2355,False
2356,True
2357,False
2358,True
2359,True
2360,False
2361,False
2362,True
2363,True
2364,False
2365,False
2366,False
2367,True
2368,True
2369,True
2370,False
2371,True
2372,True
2373,True
2374,False
2375,True
2376,False
2377,True
2378,True
2379,False
2380,False
2381,False
2382,True
2383,True
2384,True
2385,False
2386,False
2387,False
2388,True
2389,True
2390,True
2391,False
2392,True
2393,True
2394,True
2395,False
2396,True
2397,False
2398,False
2399,False
2400,True
2401,True
2402,True
2403,True
2404,True
2405,False
2406,False
2407,False
2408,True
2409,True
2410,True
2411,True
2412,True
2413,True
2414,True
2415,False
2416,True
2417,False
2418,False
2419,False
2420,False
2421,False
2422,True
2423,False
2424,True
2425,True
2426,True
2427,False
2428,True
2429,True
2430,False
2431,True
2432,True
2433,True
2434,False
2435,False
2436,True
2437,True
2438,False
2439,True
2440,True
2441,True
2442,True
2443,True
2444,True
2445,True
2446,True
2447,True
2448,False
2449,True
2450,True
2451,True
2452,True
2453,True
2454,True
2455,False
2456,True
2457,True
2458,True
2459,True
2460,False
2461,False
2462,True
2463,True
2464,True
2465,False
2466,True
2467,True
2468,True
2469,False
2470,True
2471,True
2472,False
2473,True
2474,True
2475,True
2476,False
2477,True
2478,True
2479,True
2480,False
2481,False
2482,True
2483,False
2484,True
2485,False
2486,False
2487,True
2488,False
2489,False
2490,False
2491,True
2492,False
2493,True
2494,False
2495,True
2496,True
2497,False
2498,False
2499,False
2500,False
2501,True
2502,False
2503,False
2504,False
2505,False
2506,True
2507,False
2508,True
2509,True
2510,False
2511,True
2512,True
2513,True
2514,True
2515,True
2516,True
2517,False
2518,False
2519,True
2520,True
2521,True
2522,True
2523,False
2524,True
2525,False
2526,False
2527,False
2528,True
2529,True
2530,False
2531,True
2532,False
2533,True
2534,True
2535,True
2536,True
2537,True
2538,True
2539,False
2540,True
2541,True
2542,False
2543,False
2544,False
2545,True
2546,True
2547,True
2548,True
2549,True
2550,True
2551,True
2552,True
2553,True
2554,False
2555,False
2556,True
2557,True
2558,True
2559,True
2560,True
2561,False
2562,True
2563,True
2564,False
2565,False
2566,True
2567,True
2568,False
2569,True
2570,False
2571,False
2572,True
2573,True
2574,True
2575,False
2576,True
2577,False
2578,False
2579,True
2580,True
2581,True
2582,False
2583,True
2584,False
2585,False
2586,False
2587,True
2588,True
2589,True
2590,True
2591,False
2592,False
2593,True
2594,True
2595,True
2596,True
2597,True
2598,True
2599,True
2600,True
2601,True
2602,False
2603,False
2604,True
2605,True
2606,True
2607,False
2608,True
2609,True
2610,True
2611,True
2612,True
2613,True
2614,False
2615,True
2616,True
2617,False
2618,False
2619,False
2620,True
2621,False
2622,False
2623,False
2624,False
2625,True
2626,True
2627,False
2628,True
2629,True
2630,False
2631,True
2632,False
2633,False
2634,True
2635,True
2636,True
2637,False
2638,True
2639,True
2640,True
2641,True
2642,True
2643,True
2644,True
2645,True
2646,False
2647,False
2648,False
2649,False
2650,False
2651,False
2652,True
2653,False
2654,True
2655,True
2656,True
2657,True
2658,True
2659,True
2660,True
2661,False
2662,True
2663,False
2664,False
2665,True
2666,False
2667,True
2668,True
2669,True
2670,False
2671,True
2672,False
2673,True
2674,True
2675,True
2676,False
2677,False
2678,True
2679,False
2680,True
2681,False
2682,True
2683,False
2684,False
2685,True
2686,False
2687,False
2688,True
2689,True
2690,True
2691,True
2692,True
2693,True
2694,True
2695,True
2696,False
2697,False
2698,True
2699,True
2700,False
2701,True
2702,False
2703,True
2704,False
2705,True
2706,True
2707,False
2708,False
2709,True
2710,True
2711,True
2712,True
2713,True
2714,True
2715,True
2716,True
2717,False
2718,True
2719,True
2720,False
2721,True
2722,True
2723,True
2724,True
2725,True
2726,True
2727,True
2728,False
2729,True
2730,False
2731,False
2732,False
2733,True
2734,False
2735,True
2736,False
2737,True
2738,False
2739,True
2740,True
2741,True
2742,False
2743,False
2744,False
2745,False
2746,True
2747,False
2748,True
2749,False
2750,True
2751,True
2752,True
2753,True
2754,True
2755,True
2756,True
2757,True
2758,True
2759,False
2760,True
2761,True
2762,True
2763,True
2764,True
2765,True
2766,True
2767,False
2768,False
2769,True
2770,True
2771,True
2772,False
2773,False
2774,False
2775,True
2776,True
2777,False
2778,True
2779,True
2780,False
2781,False
2782,True
2783,True
2784,True
2785,True
2786,True
2787,True
2788,True
2789,True
2790,False
2791,False
2792,False
2793,True
2794,True
2795,True
2796,True
2797,True
2798,False
2799,False
2800,False
2801,True
2802,True
2803,False
2804,True
2805,False
2806,True
2807,False
2808,True
2809,True
2810,True
2811,True
2812,True
2813,False
2814,True
2815,False
2816,True
2817,True
2818,False
2819,False
2820,True
2821,True
2822,True
2823,True
2824,True
2825,False
2826,True
2827,False
2828,True
2829,True
2830,False
2831,True
2832,True
2833,True
2834,False
2835,False
2836,True
2837,True
2838,False
2839,False
2840,True
2841,True
2842,True
2843,True
2844,False
2845,False
2846,True
2847,True
2848,True
2849,True
2850,True
2851,True
2852,True
2853,True
2854,True
2855,False
2856,False
2857,True
2858,False
2859,True
2860,True
2861,False
2862,True
2863,True
2864,False
2865,True
2866,False
2867,True
2868,True
2869,False
2870,True
2871,True
2872,False
2873,False
2874,False
2875,True
2876,True
2877,True
2878,False
2879,False
2880,True
2881,True
2882,False
2883,False
2884,True
2885,True
2886,True
2887,False
2888,True
2889,True
2890,True
2891,True
2892,True
2893,True
2894,True
2895,False
2896,True
2897,True
2898,False
2899,True
2900,False
2901,False
2902,True
2903,True
2904,True
2905,True
2906,True
2907,True
2908,False
2909,True
2910,True
2911,True
2912,True
2913,True
2914,True
2915,False
2916,False
2917,False
2918,False
2919,True
2920,True
2921,False
2922,False
2923,True
2924,False
2925,True
2926,True
2927,False
2928,False
2929,True
2930,False
2931,False
2932,True
2933,True
2934,False
2935,False
2936,True
2937,True
2938,False
2939,True
2940,True
2941,True
2942,True
2943,True
2944,False
2945,False
2946,True
2947,False
2948,True
2949,True
2950,True
2951,True
2952,True
2953,False
2954,True
2955,True
2956,False
2957,True
2958,True
2959,True
2960,True
2961,True
2962,False
2963,False
2964,False
2965,True
2966,True
2967,True
2968,True
2969,True
2970,False
2971,False
2972,False
2973,True
2974,True
2975,True
2976,True
2977,False
2978,False
2979,True
2980,False
2981,False
2982,False
2983,True
2984,False
2985,True
2986,True
2987,True
2988,True
2989,True
2990,True
2991,True
2992,True
2993,False
2994,False
2995,True
